transaction_id,customer_id,merchant_id,order_value,payment_method,product_category,quantity,account_age_days,previous_orders,previous_returns,previous_refunds,return_rate,rto_rate,days_since_last_order,orders_last_7_days,orders_last_30_days,address_change_count,device_account_count,shipping_distance_km,pincode_risk_score,delivery_attempts,historical_customer_risk,is_weekend,hour_of_day,customer_order_frequency,payment_failure_count,previous_chargebacks,previous_rto_count,label
RZ_111687,CUST_106208,MERCH_009,2024.35,UPI,Fashion & Apparel,1,470,6,0,0,0.0,0.0,27,1,2,1,1,806.4,0.2656,1,0.0,0,14,0.38,0,0,0,0
RZ_111688,CUST_116350,MERCH_023,2616.62,COD,Footwear,1,135,0,0,0,0.0,0.0,2,0,1,0,1,789.8,0.059,0,0.0,0,22,0.0,0,0,0,0
RZ_111689,CUST_108875,MERCH_004,8435.63,COD,Electronics,2,403,20,0,0,0.0,0.0,1,0,2,1,1,684.1,0.3644,0,0.0,1,0,1.49,0,0,0,0
RZ_111690,CUST_101295,MERCH_012,721.61,COD,Beauty & Personal Care,2,72,5,0,0,0.0,0.0,43,0,2,0,1,614.9,0.5111,1,0.0,0,14,2.08,0,0,0,0
RZ_111691,CUST_115861,MERCH_023,22130.15,COD,Electronics,3,128,0,0,0,0.0,0.0,34,1,3,1,1,1055.3,0.1147,0,0.0,0,23,0.0,0,0,0,0
RZ_111692,CUST_113973,MERCH_010,4787.76,UPI,Fashion & Apparel,2,21,0,0,0,0.0,0.0,45,0,0,0,1,306.1,0.1593,1,0.0,0,20,0.0,0,0,0,0
RZ_111693,CUST_117769,MERCH_011,1455.55,COD,Jewelry & Accessories,1,550,7,0,0,0.0,0.0,3,0,4,0,1,1548.7,0.1722,0,0.0,0,5,0.38,0,0,0,0
RZ_111694,CUST_114481,MERCH_001,1428.69,COD,Beauty & Personal Care,1,73,5,0,0,0.0,0.0,22,0,1,0,1,1350.6,0.0596,0,0.0,0,11,2.05,0,0,0,0
RZ_111695,CUST_117326,MERCH_013,8002.29,COD,Electronics,2,16,0,0,0,0.0,0.0,5,1,3,0,1,106.1,0.0547,0,0.0,0,6,0.0,0,0,0,0
RZ_111696,CUST_103280,MERCH_007,1469.42,COD,Home & Kitchen,1,161,9,1,2,0.1111,0.0,38,0,3,0,1,873.9,0.3011,2,0.0389,1,2,1.68,0,0,0,0
RZ_111697,CUST_113597,MERCH_006,5400.0,DEBIT_CARD,Fashion & Apparel,1,101,6,0,0,0.0,0.0,23,0,3,0,1,510.4,0.1128,2,0.03,0,12,1.78,1,0,0,0
RZ_111698,CUST_117417,MERCH_009,349.31,COD,Beauty & Personal Care,1,189,1,0,0,0.0,0.0,3,1,5,0,1,1073.0,0.313,2,0.0,1,20,0.16,0,0,0,0
RZ_111699,CUST_102786,MERCH_024,2011.25,COD,Beauty & Personal Care,2,92,2,0,0,0.0,0.0,4,1,2,1,1,252.0,0.2899,0,0.0,1,12,0.65,0,0,0,0
RZ_111700,CUST_102233,MERCH_018,9245.15,CREDIT_CARD,Electronics,1,124,1,0,0,0.0,0.0,6,0,3,0,1,471.8,0.1687,0,0.0,0,12,0.24,0,0,0,0
RZ_111701,CUST_101620,MERCH_003,5400.0,COD,Fashion & Apparel,1,353,12,0,0,0.0,0.0,1,0,1,0,1,830.7,0.3418,1,0.0,1,0,1.02,0,0,0,0
RZ_111702,CUST_103535,MERCH_013,13356.68,CREDIT_CARD,Electronics,2,22,0,0,0,0.0,0.0,43,0,3,0,1,1687.6,0.0742,0,0.03,0,3,0.0,1,0,0,0
RZ_111703,CUST_119589,MERCH_003,28503.78,COD,Electronics,3,52,1,0,0,0.0,0.0,39,1,2,0,1,747.2,0.5964,0,0.0,0,11,0.58,0,0,0,0
RZ_111704,CUST_102882,MERCH_013,1345.22,COD,Beauty & Personal Care,3,42,3,0,0,0.0,0.0,25,0,2,0,1,198.5,0.2951,1,0.06,0,6,2.14,2,0,0,1
RZ_111705,CUST_116554,MERCH_006,17921.95,CREDIT_CARD,Electronics,1,165,4,0,0,0.0,0.0,4,0,0,1,1,950.9,0.6213,0,0.06,1,2,0.73,2,0,0,0
RZ_111706,CUST_109745,MERCH_018,11901.94,COD,Electronics,2,53,3,0,0,0.0,0.0,9,2,4,0,1,414.6,0.1034,0,0.03,0,9,1.7,1,0,0,0
RZ_111707,CUST_103897,MERCH_002,349.75,UPI,Beauty & Personal Care,1,449,34,2,2,0.0588,0.0,59,0,2,0,1,534.3,0.3333,0,0.0206,1,21,2.27,0,0,0,0
RZ_111708,CUST_115861,MERCH_020,933.82,UPI,Fashion & Apparel,1,61,1,0,0,0.0,0.0,2,0,0,0,1,322.5,0.2668,1,0.0,0,22,0.49,0,0,0,0
RZ_111709,CUST_102837,MERCH_017,24186.07,COD,Electronics,1,68,5,1,1,0.2,0.0,114,0,0,0,1,735.3,0.3797,0,0.07,0,8,2.21,0,0,0,0
RZ_111710,CUST_108599,MERCH_001,3480.12,COD,Fashion & Apparel,2,67,4,0,1,0.0,0.0,4,2,3,0,1,1276.9,0.4631,0,0.0,1,7,1.79,0,0,0,0
RZ_111711,CUST_115911,MERCH_017,11116.13,COD,Beauty & Personal Care,5,21,1,0,0,0.0,0.0,79,1,1,0,1,952.5,0.2059,1,0.0,0,10,1.0,0,0,0,0
RZ_111712,CUST_106721,MERCH_005,334.71,CREDIT_CARD,Beauty & Personal Care,1,361,5,0,1,0.0,0.0,2,0,1,0,1,94.7,0.2443,0,0.0,1,18,0.42,0,0,0,0
RZ_111713,CUST_117063,MERCH_009,1525.2,CREDIT_CARD,Footwear,1,33,0,0,0,0.0,0.0,1,1,3,0,2,1180.0,0.063,1,0.03,1,20,0.0,0,0,0,0
RZ_111714,CUST_105487,MERCH_004,2725.67,UPI,Footwear,1,214,12,0,0,0.0,0.0,37,1,1,0,1,317.4,0.3819,1,0.0,1,4,1.68,0,0,0,0
RZ_111715,CUST_115121,MERCH_014,31252.98,CREDIT_CARD,Electronics,3,22,0,0,0,0.0,0.0,37,1,4,0,1,1127.5,0.3876,1,0.0,1,16,0.0,0,0,0,0
RZ_111716,CUST_100236,MERCH_008,866.46,UPI,Fashion & Apparel,1,100,4,0,1,0.0,0.0,46,0,1,2,1,875.9,0.1755,0,0.0,0,19,1.2,0,0,0,0
RZ_111717,CUST_111629,MERCH_023,616.14,CREDIT_CARD,Fashion & Apparel,1,86,3,0,0,0.0,0.0,19,1,2,0,1,1415.1,0.1018,1,0.0,0,10,1.05,0,0,0,0
RZ_111718,CUST_111549,MERCH_013,2786.28,UPI,Home & Kitchen,1,50,3,0,1,0.0,0.0,27,0,2,0,1,200.9,0.344,1,0.06,0,22,1.8,2,0,0,0
RZ_111719,CUST_102423,MERCH_006,19263.77,UPI,Electronics,1,482,4,0,1,0.0,0.0,1,0,0,0,1,369.0,0.1126,1,0.03,0,19,0.25,1,0,0,0
RZ_111720,CUST_112906,MERCH_014,42575.21,UPI,Electronics,2,129,2,0,0,0.0,0.0,11,0,1,0,1,859.1,0.1896,0,0.0,0,20,0.47,0,0,0,0
RZ_111721,CUST_114988,MERCH_009,8677.59,NET_BANKING,Electronics,1,114,5,0,1,0.0,0.0,26,0,0,2,1,820.5,0.2055,0,0.0,0,22,1.32,0,0,0,0
RZ_111722,CUST_101032,MERCH_017,1157.01,UPI,Home & Kitchen,1,149,10,0,0,0.0,0.0,74,1,1,2,1,988.4,0.066,1,0.0,0,2,2.01,0,0,0,0
RZ_111723,CUST_106339,MERCH_007,6657.25,COD,Electronics,1,58,3,0,0,0.0,0.0,34,0,3,0,1,658.4,0.4955,0,0.0,1,14,1.55,0,0,0,0
RZ_111724,CUST_102940,MERCH_009,4553.29,UPI,Fashion & Apparel,1,444,26,1,1,0.0385,0.0,6,0,4,0,1,673.5,0.1688,0,0.0135,1,7,1.76,0,0,0,0
RZ_111725,CUST_112262,MERCH_015,1797.89,UPI,Fashion & Apparel,1,57,2,0,0,0.0,0.0,66,2,2,0,1,646.6,0.246,1,0.0,0,23,1.05,0,0,0,0
RZ_111726,CUST_119516,MERCH_010,5417.49,UPI,Jewelry & Accessories,1,478,18,0,0,0.0,0.0,61,0,1,1,1,648.8,0.1508,3,0.06,1,7,1.13,2,0,0,0
RZ_111727,CUST_111652,MERCH_014,701.26,UPI,Beauty & Personal Care,1,40,1,0,0,0.0,0.0,43,0,0,1,2,750.0,0.2313,2,0.03,0,19,0.75,0,0,0,0
RZ_111728,CUST_104942,MERCH_016,577.41,COD,Fashion & Apparel,1,70,4,0,0,0.0,0.0,132,0,4,0,1,814.0,0.1076,0,0.0,0,16,1.71,0,0,0,0
RZ_111729,CUST_106961,MERCH_002,10836.42,UPI,Electronics,1,17,0,0,0,0.0,0.0,5,1,3,0,1,426.7,0.5387,1,0.03,1,6,0.0,1,0,0,0
RZ_111730,CUST_107730,MERCH_004,1043.96,COD,Fashion & Apparel,1,17,0,0,0,0.0,0.0,17,0,0,0,1,668.7,0.168,1,0.0,0,4,0.0,0,0,0,0
RZ_111731,CUST_100633,MERCH_021,35847.24,UPI,Electronics,2,250,2,0,0,0.0,0.0,2,0,0,0,1,837.0,0.5004,0,0.03,0,10,0.24,1,0,0,0
RZ_111732,CUST_106822,MERCH_015,9395.81,COD,Electronics,1,35,0,0,0,0.0,0.0,27,0,3,0,1,837.4,0.1563,1,0.0,0,4,0.0,0,0,0,0
RZ_111733,CUST_106487,MERCH_011,2779.95,UPI,Fashion & Apparel,1,271,14,2,2,0.1429,0.0,1,0,2,0,1,415.0,0.1593,0,0.08,0,22,1.55,1,0,0,0
RZ_111734,CUST_115131,MERCH_021,1688.73,UPI,Jewelry & Accessories,1,86,6,2,2,0.3333,0.3333,11,3,3,2,3,381.9,0.2546,1,0.2933,0,19,2.09,0,0,2,1
RZ_111735,CUST_119830,MERCH_011,6011.7,COD,Fashion & Apparel,3,59,2,0,0,0.0,0.0,45,1,2,1,2,550.5,0.1651,0,0.03,0,13,1.02,0,0,0,1
RZ_111736,CUST_105738,MERCH_023,27884.47,UPI,Electronics,2,46,2,0,0,0.0,0.0,42,0,1,0,1,520.7,0.3399,2,0.0,1,10,1.3,0,0,0,0
RZ_111737,CUST_103098,MERCH_024,3916.36,UPI,Fashion & Apparel,1,168,12,0,0,0.0,0.0,128,0,1,1,1,1711.0,0.2285,2,0.0,1,9,2.14,0,0,0,0
RZ_111738,CUST_108097,MERCH_013,3369.33,UPI,Fashion & Apparel,1,56,1,0,0,0.0,0.0,1,1,3,0,1,1637.1,0.4515,0,0.0,0,14,0.54,0,0,0,0
RZ_111739,CUST_113136,MERCH_016,60377.23,COD,Electronics,2,343,20,1,2,0.05,0.0,10,0,0,0,1,987.6,0.3304,0,0.0175,0,13,1.75,0,0,0,0
RZ_111740,CUST_105476,MERCH_009,1043.02,UPI,Fashion & Apparel,1,85,3,0,0,0.0,0.0,26,0,0,0,3,221.6,0.2307,0,0.06,0,14,1.06,0,0,0,0
RZ_111741,CUST_108253,MERCH_021,8796.87,COD,Electronics,1,100,5,0,0,0.0,0.0,16,1,1,0,1,294.6,0.1924,0,0.0,0,9,1.5,0,0,0,0
RZ_111742,CUST_118201,MERCH_002,24196.67,CREDIT_CARD,Electronics,2,92,0,0,0,0.0,0.0,12,0,1,2,3,502.0,0.376,2,0.09,0,6,0.0,1,0,0,0
RZ_111743,CUST_104887,MERCH_002,12377.14,UPI,Footwear,3,631,48,2,3,0.0417,0.0,69,0,2,1,1,642.9,0.5394,1,0.0146,0,14,2.28,0,0,0,0
RZ_111744,CUST_118982,MERCH_005,4779.53,COD,Fashion & Apparel,1,65,1,0,0,0.0,0.0,1,1,2,0,1,992.4,0.0954,1,0.0,0,16,0.46,0,0,0,0
RZ_111745,CUST_111643,MERCH_005,14052.03,UPI,Electronics,2,139,4,3,3,0.75,0.5,3,3,4,0,2,1472.3,0.0594,0,0.5575,0,20,0.86,3,1,2,1
RZ_111746,CUST_109492,MERCH_005,5915.79,UPI,Home & Kitchen,2,271,21,1,2,0.0476,0.0,33,0,1,0,3,403.3,0.6561,1,0.1067,0,15,2.32,1,0,0,0
RZ_111747,CUST_102653,MERCH_014,16202.18,COD,Electronics,2,231,12,3,3,0.25,0.0,32,0,3,0,1,828.8,0.0483,1,0.1175,0,5,1.56,1,0,0,0
RZ_111748,CUST_101454,MERCH_006,14758.79,UPI,Jewelry & Accessories,1,279,11,0,1,0.0,0.0,4,1,4,0,2,1157.4,0.4428,0,0.03,1,2,1.18,0,0,0,0
RZ_111749,CUST_117522,MERCH_016,19258.54,UPI,Jewelry & Accessories,2,48,0,0,0,0.0,0.0,54,1,2,0,1,847.9,0.2229,0,0.0,0,22,0.0,0,0,0,0
RZ_111750,CUST_105807,MERCH_016,5349.02,UPI,Home & Kitchen,1,103,4,0,0,0.0,0.0,39,0,0,0,1,649.8,0.3049,0,0.03,0,5,1.17,1,0,0,0
RZ_111751,CUST_103192,MERCH_008,4957.31,UPI,Jewelry & Accessories,2,525,27,0,0,0.0,0.0,27,2,3,0,1,421.5,0.4494,0,0.0,0,8,1.54,0,0,0,0
RZ_111752,CUST_112812,MERCH_005,534.51,COD,Fashion & Apparel,1,150,6,2,2,0.3333,0.1667,36,2,4,2,3,716.9,0.244,2,0.355,0,11,1.2,4,0,1,1
RZ_111753,CUST_115775,MERCH_013,1143.85,COD,Fashion & Apparel,1,97,3,0,0,0.0,0.0,3,0,0,0,1,451.4,0.0981,1,0.03,0,1,0.93,1,0,0,0
RZ_111754,CUST_110402,MERCH_003,2174.53,DEBIT_CARD,Footwear,1,74,4,0,1,0.0,0.0,1,0,2,0,1,1381.3,0.2379,1,0.0,0,4,1.62,0,0,0,0
RZ_111755,CUST_113074,MERCH_009,744.12,CREDIT_CARD,Beauty & Personal Care,1,197,16,1,1,0.0625,0.0,8,0,2,1,1,786.2,0.0861,0,0.0819,0,1,2.44,2,0,0,0
RZ_111756,CUST_115245,MERCH_004,4491.37,COD,Home & Kitchen,1,44,0,0,0,0.0,0.0,11,1,2,0,1,387.0,0.5636,1,0.0,0,17,0.0,0,0,0,0
RZ_111757,CUST_103759,MERCH_008,6930.29,COD,Electronics,2,43,0,0,0,0.0,0.0,10,0,0,1,1,422.7,0.0844,0,0.0,0,23,0.0,0,0,0,0
RZ_111758,CUST_119413,MERCH_016,4356.36,UPI,Fashion & Apparel,2,108,8,0,1,0.0,0.0,41,0,2,0,1,602.3,0.1656,0,0.03,0,8,2.22,1,0,0,0
RZ_111759,CUST_115683,MERCH_025,13827.52,COD,Fashion & Apparel,5,312,3,0,0,0.0,0.0,49,0,0,0,1,772.5,0.2481,2,0.0,0,1,0.29,0,0,0,0
RZ_111760,CUST_112460,MERCH_011,6946.97,UPI,Electronics,2,256,15,1,1,0.0667,0.0,39,2,2,0,1,660.6,0.5867,0,0.0233,1,9,1.76,0,0,0,0
RZ_111761,CUST_116447,MERCH_023,959.03,UPI,Fashion & Apparel,1,220,9,0,0,0.0,0.0,102,0,0,0,1,807.0,0.1088,0,0.0,1,18,1.23,0,0,0,0
RZ_111762,CUST_115460,MERCH_019,2383.79,UPI,Fashion & Apparel,1,98,2,0,0,0.0,0.0,2,1,2,2,1,163.6,0.1462,1,0.0,1,15,0.61,0,0,0,0
RZ_111763,CUST_117729,MERCH_010,2974.94,UPI,Fashion & Apparel,2,276,22,0,0,0.0,0.0,11,0,0,1,1,1361.5,0.2102,0,0.0,0,13,2.39,0,0,0,0
RZ_111764,CUST_117358,MERCH_022,14293.79,COD,Electronics,2,96,5,0,1,0.0,0.0,14,0,0,0,1,1412.8,0.2727,0,0.03,0,6,1.56,1,0,0,0
RZ_111765,CUST_109814,MERCH_007,5916.16,COD,Home & Kitchen,1,139,1,0,0,0.0,0.0,89,0,2,0,1,672.6,0.2357,0,0.0,0,13,0.22,0,0,0,0
RZ_111766,CUST_113890,MERCH_012,2905.98,COD,Footwear,1,57,1,0,0,0.0,0.0,31,0,2,0,1,1491.1,0.1811,0,0.0,0,4,0.53,0,0,0,0
RZ_111767,CUST_119714,MERCH_023,1427.49,DEBIT_CARD,Beauty & Personal Care,2,8,0,0,0,0.0,0.0,27,1,1,0,3,336.5,0.1993,2,0.06,1,18,0.0,0,0,0,0
RZ_111768,CUST_101740,MERCH_008,11470.25,DEBIT_CARD,Electronics,1,245,11,1,1,0.0909,0.0,36,0,0,0,1,171.9,0.2845,0,0.0318,0,6,1.35,0,0,0,0
RZ_111769,CUST_111218,MERCH_010,4193.58,CREDIT_CARD,Home & Kitchen,1,219,12,1,1,0.0833,0.0,43,0,4,1,2,1093.9,0.2129,0,0.0592,0,0,1.64,0,0,0,0
RZ_111770,CUST_106055,MERCH_005,8550.84,COD,Footwear,3,398,15,0,0,0.0,0.0,13,0,1,1,1,572.5,0.6867,0,0.0,0,16,1.13,0,0,0,1
RZ_111771,CUST_101954,MERCH_005,4362.97,NET_BANKING,Fashion & Apparel,2,85,0,0,0,0.0,0.0,11,1,4,1,3,806.0,0.1191,0,0.06,0,20,0.0,0,0,0,0
RZ_111772,CUST_116663,MERCH_013,1712.92,COD,Fashion & Apparel,1,17,0,0,0,0.0,0.0,17,1,2,1,1,765.2,0.4812,1,0.03,0,22,0.0,1,0,0,1
RZ_111773,CUST_118775,MERCH_002,11713.6,UPI,Electronics,1,299,23,0,0,0.0,0.0,33,0,1,0,1,409.5,0.1725,2,0.03,1,2,2.31,1,0,0,0
RZ_111774,CUST_109232,MERCH_012,912.36,UPI,Fashion & Apparel,1,136,10,1,1,0.1,0.0,127,0,2,0,1,616.6,0.1195,1,0.035,1,21,2.21,0,0,0,0
RZ_111775,CUST_106439,MERCH_011,1829.32,UPI,Electronics,1,54,3,0,0,0.0,0.0,27,0,1,0,1,379.8,0.5986,1,0.0,0,7,1.67,0,0,0,0
RZ_111776,CUST_100961,MERCH_002,609.41,UPI,Fashion & Apparel,1,163,1,0,0,0.0,0.0,18,0,0,0,1,551.5,0.4452,1,0.0,0,21,0.18,0,0,0,0
RZ_111777,CUST_117601,MERCH_015,932.92,UPI,Fashion & Apparel,1,1500,54,1,1,0.0185,0.0185,9,0,3,1,1,933.0,0.2147,1,0.0429,1,5,1.08,1,0,1,0
RZ_111778,CUST_106007,MERCH_020,18350.43,CREDIT_CARD,Electronics,1,522,21,1,1,0.0476,0.0,19,0,1,0,1,101.9,0.1791,0,0.0167,0,13,1.21,0,0,0,0
RZ_111779,CUST_117776,MERCH_007,9853.87,UPI,Footwear,2,378,22,1,2,0.0455,0.0,23,0,1,0,1,1853.9,0.152,0,0.0159,1,9,1.75,0,0,0,0
RZ_111780,CUST_102076,MERCH_008,526.27,UPI,Beauty & Personal Care,1,287,17,2,3,0.1176,0.0,3,2,5,0,1,433.8,0.1321,1,0.0412,1,9,1.78,0,0,0,0
RZ_111781,CUST_106196,MERCH_003,1325.62,COD,Beauty & Personal Care,1,110,4,0,0,0.0,0.0,73,0,0,0,1,513.8,0.1464,0,0.03,1,3,1.09,1,0,0,1
RZ_111782,CUST_116292,MERCH_017,1128.19,COD,Fashion & Apparel,1,139,2,0,0,0.0,0.0,10,1,3,0,1,1429.5,0.0584,0,0.0,0,7,0.43,0,0,0,0
RZ_111783,CUST_110315,MERCH_020,5835.92,UPI,Home & Kitchen,3,100,5,0,0,0.0,0.0,8,1,2,2,1,445.3,0.3533,0,0.03,0,13,1.5,1,0,0,0
RZ_111784,CUST_111785,MERCH_006,1267.92,UPI,Fashion & Apparel,2,457,28,1,1,0.0357,0.0,1,1,2,0,1,486.5,0.3263,0,0.0425,0,12,1.84,1,0,0,0
RZ_111785,CUST_108142,MERCH_022,1558.69,COD,Fashion & Apparel,1,85,1,0,0,0.0,0.0,97,0,2,0,1,387.3,0.2032,0,0.0,0,1,0.35,0,0,0,0
RZ_111786,CUST_106260,MERCH_025,23396.09,COD,Electronics,3,38,1,0,0,0.0,0.0,17,1,2,1,2,1724.1,0.4427,1,0.03,0,11,0.79,0,0,0,0
RZ_111787,CUST_115534,MERCH_015,7316.88,UPI,Fashion & Apparel,2,541,29,2,3,0.069,0.0,4,0,1,0,1,434.4,0.471,2,0.0242,0,23,1.61,0,0,0,0
RZ_111788,CUST_104841,MERCH_013,8900.43,UPI,Electronics,1,76,5,0,0,0.0,0.0,9,0,0,0,1,320.5,0.2006,1,0.03,0,17,1.97,1,0,0,0
RZ_111789,CUST_113384,MERCH_023,4073.89,CREDIT_CARD,Fashion & Apparel,3,295,22,1,1,0.0455,0.0455,8,0,1,0,1,751.8,0.1261,1,0.0318,1,23,2.24,0,0,1,0
RZ_111790,CUST_117443,MERCH_013,2274.27,COD,Footwear,2,407,30,3,3,0.1,0.0333,17,1,2,0,2,61.8,0.5695,1,0.0767,0,23,2.21,0,0,1,0
RZ_111791,CUST_101922,MERCH_012,8900.84,UPI,Home & Kitchen,1,851,29,0,0,0.0,0.0,11,0,0,2,2,260.3,0.2413,0,0.03,0,21,1.02,0,0,0,0
RZ_111792,CUST_111991,MERCH_014,1017.3,CREDIT_CARD,Fashion & Apparel,1,44,2,0,0,0.0,0.0,12,0,2,2,1,477.0,0.1167,0,0.0,1,4,1.36,0,0,0,0
RZ_111793,CUST_106101,MERCH_009,1074.52,UPI,Fashion & Apparel,1,33,1,0,0,0.0,0.0,42,0,0,0,1,502.8,0.3221,0,0.0,0,0,0.91,0,0,0,0
RZ_111794,CUST_102473,MERCH_010,2595.95,UPI,Fashion & Apparel,1,47,1,0,1,0.0,0.0,181,0,0,0,1,552.4,0.5012,1,0.0,0,0,0.64,0,0,0,0
RZ_111795,CUST_108108,MERCH_005,10411.77,UPI,Fashion & Apparel,3,154,9,0,0,0.0,0.0,18,1,2,0,1,674.2,0.439,3,0.0,0,22,1.75,0,0,0,0
RZ_111796,CUST_115450,MERCH_021,38272.14,UPI,Electronics,1,29,0,0,0,0.0,0.0,29,0,2,0,1,1777.7,0.1787,0,0.0,1,14,0.0,0,0,0,0
RZ_111797,CUST_110043,MERCH_005,10611.82,COD,Fashion & Apparel,2,38,2,0,0,0.0,0.0,26,0,0,0,1,804.5,0.0457,0,0.0,0,23,1.58,0,0,0,0
RZ_111798,CUST_116210,MERCH_021,1919.61,UPI,Fashion & Apparel,2,230,6,0,0,0.0,0.0,35,1,3,1,1,1023.9,0.115,0,0.0,1,12,0.78,0,0,0,0
RZ_111799,CUST_104549,MERCH_020,13446.73,UPI,Home & Kitchen,2,256,2,0,0,0.0,0.0,21,1,4,0,2,187.0,0.1747,0,0.03,0,10,0.23,0,0,0,0
RZ_111800,CUST_100594,MERCH_006,12337.86,UPI,Electronics,2,774,26,1,2,0.0385,0.0,28,0,3,0,1,1759.9,0.4593,2,0.0135,1,22,1.01,0,0,0,0
RZ_111801,CUST_116890,MERCH_012,1209.81,UPI,Fashion & Apparel,1,2,0,0,0,0.0,0.0,22,0,2,0,1,584.4,0.2062,0,0.03,0,11,0.0,1,0,0,0
RZ_111802,CUST_104889,MERCH_017,38400.0,UPI,Electronics,1,7,0,0,0,0.0,0.0,12,0,0,0,1,764.6,0.3651,0,0.0,0,13,0.0,0,0,0,0
RZ_111803,CUST_108212,MERCH_016,1384.07,COD,Beauty & Personal Care,3,106,5,0,0,0.0,0.0,7,0,1,0,1,747.6,0.0897,1,0.0,0,0,1.42,0,0,0,0
RZ_111804,CUST_117783,MERCH_018,311.24,UPI,Beauty & Personal Care,1,563,10,0,0,0.0,0.0,27,0,0,0,1,497.9,0.0745,1,0.0,0,22,0.53,0,0,0,0
RZ_111805,CUST_103201,MERCH_025,351.01,UPI,Beauty & Personal Care,1,267,22,4,4,0.1818,0.0,80,0,0,0,1,535.3,0.2502,0,0.0636,1,20,2.47,0,0,0,0
RZ_111806,CUST_107854,MERCH_022,526.65,CREDIT_CARD,Fashion & Apparel,1,105,5,0,1,0.0,0.0,45,0,1,0,1,1244.0,0.3387,1,0.0,0,18,1.43,0,0,0,0
RZ_111807,CUST_106763,MERCH_006,1678.25,COD,Home & Kitchen,2,60,2,0,0,0.0,0.0,54,0,0,0,1,340.5,0.4705,0,0.03,0,12,1.0,1,0,0,0
RZ_111808,CUST_110653,MERCH_010,5561.97,CREDIT_CARD,Electronics,2,4,0,0,0,0.0,0.0,11,0,0,0,1,1115.6,0.4239,0,0.0,0,2,0.0,0,0,0,0
RZ_111809,CUST_105190,MERCH_020,3173.13,CREDIT_CARD,Electronics,1,180,9,1,2,0.1111,0.0,11,0,0,0,1,332.9,0.1181,2,0.0389,1,10,1.5,0,0,0,0
RZ_111810,CUST_113715,MERCH_021,12119.63,CREDIT_CARD,Home & Kitchen,8,17,1,0,0,0.0,0.0,1,0,4,0,1,206.5,0.2394,0,0.0,0,18,1.0,0,0,0,0
RZ_111811,CUST_105681,MERCH_009,7391.19,COD,Electronics,1,288,14,0,0,0.0,0.0,1,0,4,1,1,598.6,0.1618,0,0.06,1,18,1.46,2,0,0,1
RZ_111812,CUST_103678,MERCH_002,7815.21,CREDIT_CARD,Home & Kitchen,1,10,0,0,0,0.0,0.0,53,1,4,0,1,376.3,0.2873,0,0.0,1,12,0.0,0,0,0,0
RZ_111813,CUST_114102,MERCH_003,29495.64,UPI,Electronics,5,481,31,2,2,0.0645,0.0,2,2,6,0,1,800.2,0.0871,2,0.0226,0,9,1.93,0,0,0,0
RZ_111814,CUST_116720,MERCH_010,2736.45,UPI,Jewelry & Accessories,1,107,7,0,0,0.0,0.0,45,1,1,0,1,308.7,0.0993,0,0.0,0,3,1.96,0,0,0,0
RZ_111815,CUST_101667,MERCH_008,27542.18,COD,Electronics,2,668,54,1,1,0.0185,0.0,45,0,0,0,1,482.3,0.2357,1,0.0065,0,3,2.43,0,0,0,0
RZ_111816,CUST_117293,MERCH_009,6032.56,CREDIT_CARD,Home & Kitchen,1,122,8,1,1,0.125,0.0,7,1,2,0,1,1912.7,0.496,1,0.0738,1,16,1.97,1,0,0,0
RZ_111817,CUST_108204,MERCH_021,9981.76,COD,Electronics,3,105,1,0,0,0.0,0.0,45,0,3,2,2,1552.5,0.4608,1,0.06,0,17,0.29,1,0,0,1
RZ_111818,CUST_105122,MERCH_019,2586.25,UPI,Fashion & Apparel,1,81,2,0,0,0.0,0.0,36,0,4,0,1,545.1,0.3935,0,0.0,0,18,0.74,0,0,0,0
RZ_111819,CUST_111217,MERCH_001,6382.38,COD,Footwear,1,235,3,0,0,0.0,0.0,1,0,4,0,1,498.2,0.4689,0,0.0,0,14,0.38,0,0,0,1
RZ_111820,CUST_115583,MERCH_002,3410.06,UPI,Fashion & Apparel,2,31,0,0,0,0.0,0.0,12,1,4,0,2,1411.5,0.4198,1,0.03,0,12,0.0,0,0,0,0
RZ_111821,CUST_100973,MERCH_020,2731.7,CREDIT_CARD,Fashion & Apparel,1,68,2,1,1,0.5,0.5,21,1,4,2,2,677.2,0.2096,1,0.41,0,21,0.88,1,0,1,0
RZ_111822,CUST_101408,MERCH_004,2008.7,COD,Electronics,1,70,5,0,0,0.0,0.0,36,0,2,0,1,628.5,0.7078,0,0.0,0,4,2.14,0,0,0,0
RZ_111823,CUST_110135,MERCH_016,27297.9,UPI,Electronics,2,31,1,0,0,0.0,0.0,17,0,0,1,1,1494.0,0.3291,3,0.03,0,16,0.97,1,0,0,0
RZ_111824,CUST_118672,MERCH_021,8963.43,CREDIT_CARD,Electronics,1,152,8,1,1,0.125,0.0,12,0,1,0,1,852.6,0.3789,0,0.0738,0,21,1.58,1,0,0,0
RZ_111825,CUST_108738,MERCH_025,1703.3,COD,Beauty & Personal Care,2,211,17,1,1,0.0588,0.0,16,0,1,0,1,2027.3,0.4134,0,0.0506,0,16,2.42,1,0,0,0
RZ_111826,CUST_114349,MERCH_012,35660.14,UPI,Electronics,3,269,12,1,1,0.0833,0.0,27,0,3,0,1,470.3,0.489,1,0.0292,1,1,1.34,0,0,0,0
